model_analyzed,command,hardware,purpose,result,status,issue_number,issue_title
nvidia/Llama-3.1-8B-Instruct-FP8,python3 -m sglang.launch_server --model-path meta-llama/Llama-3.1-8B-Instruct --enable-hip-attention --context-length 210000 --cuda-graph-max-bs 16 --mem-fraction-static 0.7 --tp-size 2,2x RTX 4090,Testing InfiniteHiP (sparse attention) with long-context generalization up to 210k tokens on consumer hardware. Specifically aimed at resolving OOM and illegal memory access issues reported during graph capture.,Working well according to the author. The configuration adjustments to --cuda-graph-max-bs and --mem-fraction-static allowed the model to run without typical memory errors on limited VRAM.,working,https://github.com/sgl-project/sglang/pull/3930,[Feature] Support Efficient Sparse HiP Attention (InfiniteHiP) with Long-Context Generalization and KV Offloading Capabilties
nvidia/Llama-3.1-8B-Instruct-FP8,python3 -m sglang.launch_server --model-path nvidia/Llama-3.1-8B-Instruct-FP8,H200,Benchmarking serving performance for nvidia/Llama-3.1-8B-Instruct-FP8 on H200 before and after implementing triton kernel launch config caching for static w8a8 quantization.,"Working. After optimization, TTFT (Time to First Token) was reduced by approximately 4% (from 137.11ms mean to 131.62ms mean). Total token throughput increased slightly from 12237.83 tok/s to 12263.12 tok/s.",working,https://github.com/sgl-project/sglang/pull/11157,perf: cache kernel launch of static w8a8 quant
nvidia/Llama-3.1-8B-Instruct-FP8,"python3 -m sglang.launch_server --model-path nvidia/Llama-3.1-8B-Instruct-FP4 --trust-remote-code --quantization modelopt_fp4 --kv-cache-dtype fp8_e4m3 --model-loader-extra-config ""{\""enable_multithread_load\"": true, \""num_threads\"": 8}""","Not explicitly stated, but running in a containerized environment (sgl-workspace)",Benchmark baseline performance with no_grad/inference mode optimization. Testing FP4 quantization with FP8 KV cache.,"Latency: 1.810s, Tokens: 512, Speed: 282.92 token/s. Achieved a speedup of approximately 0.68% when using the default inference settings vs explicit no_grad.",working,https://github.com/sgl-project/sglang/pull/15639,Dynamic grad instead of no_grad
nvidia/Llama-3.1-8B-Instruct-FP8,"SGLANG_ENABLE_TORCH_INFERENCE_MODE=true python3 -m sglang.launch_server --model-path nvidia/Llama-3.1-8B-Instruct-FP4 --trust-remote-code --quantization modelopt_fp4 --kv-cache-dtype fp8_e4m3 --model-loader-extra-config ""{\""enable_multithread_load\"": true, \""num_threads\"": 8}""",Not explicitly stated,Testing the newly introduced SGLANG_ENABLE_TORCH_INFERENCE_MODE environment variable to compare Inference Mode vs standard no_grad behavior.,"Latency: 1.822s, Tokens: 512, Speed: 281.00 token/s. Used to verify that the dynamic grad mode works, although in this specific test run it was slightly slower before stabilization/variance considerations.",working,https://github.com/sgl-project/sglang/pull/15639,Dynamic grad instead of no_grad
nvidia/Llama-3.1-8B-Instruct-FP8,"llm = sgl.Engine(model_path=""nvidia/Llama-3.1-8B-Instruct-FP8"", quantization=""modelopt"")",,Initial test for integrating NVIDIA ModelOpt FP8 quantized models into SGLang.,"Working initial step for FP8 LLaMA 3.1 model inference, though the author later noted potential issues with GLOO_SOCKET_IFNAME configuration in certain environments which were subsequently addressed.",working,https://github.com/sgl-project/sglang/pull/2535,Enable Nvidia's ModelOpt fp8 quantized models
nvidia/Llama-3.1-8B-Instruct-FP8,"GLOO_SOCKET_IFNAME=ens8np0 llm = sgl.Engine(model_path=""nvidia/Llama-3.1-8B-Instruct-FP8"", quantization=""modelopt"")",,Testing model inference while specifying the network interface for GLOO to resolve connection issues.,Resolved issues related to socket interface detection during engine initialization.,working,https://github.com/sgl-project/sglang/pull/2535,Enable Nvidia's ModelOpt fp8 quantized models
nvidia/Llama-3.1-8B-Instruct-FP8,python -m sglang.launch_server --model-path neuralmagic/Meta-Llama-3.1-8B-Instruct-FP8,NVIDIA Cloud H100,Nightly evaluation of gsm8k benchmark for torch v2.5.1 update verification.,Working. Achieved a gsm8k score of 0.88 (en metric). Result was considered 'OK' by the developer despite some instability in CI environments.,working,https://github.com/sgl-project/sglang/pull/1849,chore: update torch v2.5.1
nvidia/Llama-3.1-8B-Instruct-FP8,"import sglang as sgl

def main():
    prompts = [
        ""Hello, my name is"",
        ""The president of the United States is"",
        ""The capital of France is"",
        ""The future of AI is"",
    ]
    sampling_params = {""temperature"": 0.8, ""top_p"": 0.95}
    llm = sgl.Engine(model_path=""nvidia/Llama-3.1-8B-Instruct-FP8"", quantization=""modelopt"")

    outputs = llm.generate(prompts, sampling_params)
    for prompt, output in zip(prompts, outputs):
        print(""==============================="")
        print(f""Prompt: {prompt}\nGenerated text: {output['text']}"")

if __name__ == ""__main__"":
    main()",,Testing the addition of ModelOpt FP8 KV cache support in SGLang to ensure the engine can run the quantized model with FP8 KV cache enabled.,"The PR was closed/merged, indicating the implementation of ModelOptFp8KVCacheMethod and KV cache scaler name matching for this model was successful.",working,https://github.com/sgl-project/sglang/pull/3223,Add support for nvidia modelopt fp8 kv cache
nvidia/Llama-3.1-8B-Instruct-FP8,python -m sglang.launch_server --model-path nvidia/Llama-3.1-8B-Instruct-FP8,,Server launch attempt for a modelopt-quantized model without explicitly specifying the quantization method to test the new automatic inspection logic.,"Initially failed with 'KeyError: model.layers.0.mlp.gate_up_proj.input_scale' before the PR fix because 'input_scale' parameters were not instantiated without '--quantization modelopt'. With the PR changes, the server should automatically detect the quantization method from hf_quant_config.json.",working,https://github.com/sgl-project/sglang/pull/5145,[modelopt] automatically inspect if model is ModelOpt quantized and set quantization method
nvidia/Llama-3.1-8B-Instruct-FP8,python -m sglang.launch_server --model-path nvidia/Llama-3.1-8B-Instruct-FP8 --quantization modelopt,,Manual server launch command for modelopt-quantized models required before this PR's automatic detection feature.,"Working, but required the user to explicitly pass the quantization flag.",working,https://github.com/sgl-project/sglang/pull/5145,[modelopt] automatically inspect if model is ModelOpt quantized and set quantization method
nvidia/Llama-3.1-8B-Instruct-FP8,HF_HUB_OFFLINE=1 python -m sglang.launch_server --model-path meta-llama/Llama-3.2-1B,,Testing model loading in offline mode with HF_HUB_OFFLINE=1 to verify that the quantization inspection logic doesn't crash or attempt network calls when the model is in local cache.,"Broken for local cache lookups if the model_path is a huggingface ID rather than a direct local filesystem path, as os.path.exists returns false and the code tries to call the HfApi.",broken,https://github.com/sgl-project/sglang/pull/5145,[modelopt] automatically inspect if model is ModelOpt quantized and set quantization method
nvidia/Llama-3.1-8B-Instruct-FP8,python3 -m sglang.launch_server   --model-path=nvidia/Llama-3.1-8B-Instruct-FP8   --quantization=modelopt   --tp=8   --trust-remote-code   --attention-backend=fa3   --kv-cache-dtype=bfloat16   --enable-piecewise-cuda-graph --piecewise-cuda-graph-max-tokens 32768,TP=8 GPUs (likely A100 or H100 based on FA3 and FP8 usage),Launch SGLang server to benchmark performance improvements of Piecewise CUDA Graph support for ModelOpt FP8 quantization.,Server successfully launched. Provided the base for serving benchmarks showing up to 34.4% reduction in Mean TTFT and 19.7% increase in output throughput at concurrency 1.,working,https://github.com/sgl-project/sglang/pull/13094,[Piecewise CUDA Graph] Support ModelOpt FP8
nvidia/Llama-3.1-8B-Instruct-FP8,python3 -m sglang.bench_serving --backend sglang --dataset-name random --random-input-len 1024 --random-output-len 16 --random-range-ratio 1.0 --num-prompts 8   --max-concurrency 1  --output-file res_before.jsonl,,Service benchmarking at concurrency 1 to measure baseline and optimized performance with FP8 and Piecewise CUDA Graphs.,"Input throughput: 18082.346, Output throughput: 282.537, Mean TTFT: 19.657 ms (After optimization).",working,https://github.com/sgl-project/sglang/pull/13094,[Piecewise CUDA Graph] Support ModelOpt FP8
nvidia/Llama-3.1-8B-Instruct-FP8,python3 -m sglang.bench_serving --backend sglang --dataset-name random --random-input-len 1024 --random-output-len 16 --random-range-ratio 1.0 --num-prompts 32  --max-concurrency 4  --output-file res_before.jsonl,,Service benchmarking at concurrency 4.,"Input throughput: 38431.705, Output throughput: 600.495, Mean TTFT: 48.526 ms (After optimization).",working,https://github.com/sgl-project/sglang/pull/13094,[Piecewise CUDA Graph] Support ModelOpt FP8
nvidia/Llama-3.1-8B-Instruct-FP8,python3 -m sglang.bench_serving --backend sglang --dataset-name random --random-input-len 1024 --random-output-len 16 --random-range-ratio 1.0 --num-prompts 192 --max-concurrency 16 --output-file res_before.jsonl,,Service benchmarking at concurrency 16.,"Input throughput: 99625.037, Output throughput: 1556.641, Mean TTFT: 82.231 ms (After optimization).",working,https://github.com/sgl-project/sglang/pull/13094,[Piecewise CUDA Graph] Support ModelOpt FP8
nvidia/Llama-3.1-8B-Instruct-FP8,python3 -m sglang.bench_serving --backend sglang --dataset-name random --random-input-len 1024 --random-output-len 16 --random-range-ratio 1.0 --num-prompts 256 --max-concurrency 32 --output-file res_before.jsonl,,Service benchmarking at concurrency 32.,"Input throughput: 119522.170, Output throughput: 1867.534, Mean TTFT: 138.939 ms (After optimization).",working,https://github.com/sgl-project/sglang/pull/13094,[Piecewise CUDA Graph] Support ModelOpt FP8
nvidia/Llama-3.1-8B-Instruct-FP8,python3 benchmark/gsm8k/bench_sglang.py --num-shots 8 --num-questions 1319 --parallel 500,,Evaluate model accuracy on GSM8K benchmark using FP8 and Piecewise CUDA Graphs.,"Accuracy: 0.788, Latency: 8.843 s, Output throughput: 15075.961 token/s.",working,https://github.com/sgl-project/sglang/pull/13094,[Piecewise CUDA Graph] Support ModelOpt FP8
nvidia/Llama-3.1-8B-Instruct-FP8,pytest -q test/srt/test_piecewise_cuda_graph.py::TestPiecewiseCudaGraphFP8::test_mgsm_accuracy,,Run MGSM (Multilingual GSM8K) accuracy test specifically for FP8 Piecewise CUDA Graphs.,"1 passed. Score: 0.868, MGSM Accuracy: 0.868.",working,https://github.com/sgl-project/sglang/pull/13094,[Piecewise CUDA Graph] Support ModelOpt FP8
nvidia/Llama-3.1-8B-Instruct-FP8,python -m sglang.launch_server --model-path meta-llama/Meta-Llama-3.1-8B-Instruct --mem-fraction-static 0.55 --quantization fp8 --schedule-conservativeness 0.3,NVIDIA H100 80GB HBM3,Reproducing a bug where GPU memory slowly accumulates in the Radix Cache over long periods of operation (7 days) and heavy load (500k-1M requests).,Observed GPU memory increasing by 20GB after initialization when left running. Torch profiler showed small allocations in `cache_finished_req` that were not deallocated. The user noted that adding a periodic `flush_cache` operation every 5-6 hours resolved the accumulation.,broken,https://github.com/sgl-project/sglang/issues/5958,[Bug] GPU Memory slowly accumulating in Radix Cache
nvidia/Llama-3.1-8B-Instruct-FP8,python3 -m sglang.launch_server --model-path /data/huggingface/Llama-3.1-405B-Instruct-FP8 --trust-remote-code --tp 8,8x Blackwell (RTX 5090/6000 or H100 in context of Blackwell tracker),Testing Llama-3.1-405B-Instruct-FP8 on Blackwell hardware using the lmsysorg/sglang:blackwell image.,Broken. Failed with 'Exception: Capture CUDA graph failed: CUDA error: operation failed due to a previous error during capture'. User noted that using --disable-cuda-graph resulted in 'really bad' output.,broken,https://github.com/sgl-project/sglang/issues/5338,[Tracker] Blackwell support
nvidia/Llama-3.1-8B-Instruct-FP8,python -m sglang.bench_one_batch --model-path meta-llama/Meta-Llama-3.1-8B-Instruct --batch 32 --input-len 256 --output-len 32,NVIDIA A40,Benchmark a single batch of the Llama-3.1-8B-Instruct model to test performance and stability on Python 3.9.,"BROKEN: Failed with 'TypeError: dataclass() got an unexpected keyword argument 'slots'' because Python 3.9 does not support the 'slots' parameter in dataclasses, which was used in the codebase.",broken,https://github.com/sgl-project/sglang/issues/8389,[Bug] Python 3.9 compatibility broken due to `dataclass(slots=True)` usage
nvidia/Llama-3.1-8B-Instruct-FP8,python3 -m sglang.bench_offline_throughput --model-path meta-llama/Meta-Llama-3.1-8B-Instruct --num-prompts 10,NVIDIA A40,Benchmark offline throughput for the Llama-3.1-8B-Instruct model on a Python 3.9 environment.,BROKEN: Failed with 'TypeError: dataclass() got an unexpected keyword argument 'slots'' due to Python 3.9 incompatibility with the 'slots=True' decorator used in the LoRA registry.,broken,https://github.com/sgl-project/sglang/issues/8389,[Bug] Python 3.9 compatibility broken due to `dataclass(slots=True)` usage
nvidia/Llama-3.1-8B-Instruct-FP8,python3 -m sglang.launch_server --model=nvidia/Llama-3.1-8B-Instruct-FP8 --tp=1 --quantization modelopt --context-length 8192,1xRTX 4090,Resolve KeyError during weight loading by specifying the correct quantization backend for NVIDIA's model format.,"Working. The user confirmed the model loads and runs after adding the --quantization modelopt flag and adjusting context length, though checkpoint loading remains slow.",working,https://github.com/sgl-project/sglang/issues/5095,[Bug] KeyError when running nvidia/Llama-3.1-70B-Instruct-FP8
nvidia/Llama-3.1-8B-Instruct-FP8,python3 -m sglang.launch_server --model=nvidia/Llama-3.1-8B-Instruct-FP8 --tp=1,1xRTX 4090,Initial attempt to run the 8B FP8 model on a single GPU.,"Broken. Failed with 'KeyError: model.layers.0.mlp.gate_up_proj.input_scale'. This occurred because the default loader expected fused MLP weights, but the NVIDIA model uses separate gate and up keys.",broken,https://github.com/sgl-project/sglang/issues/5095,[Bug] KeyError when running nvidia/Llama-3.1-70B-Instruct-FP8
nvidia/Llama-3.1-8B-Instruct-FP8,SGL_ENABLE_JIT_DEEPGEMM=0 CUDA_VISIBLE_DEVICES=2 python -m sglang.launch_server --model-path /mnt/llms/models/RedHatAI/Meta-Llama-3.1-8B-Instruct-FP8-dynamic/ --tp 1 --context-length 2048 --port 5001 --host 0.0.0.0,NVIDIA GeForce RTX 5090,Reproduction of a bug where FP8 dynamic models from RedHatAI fail to load/run on Blackwell architecture GPUs.,"Broken. Crashes during CUDA graph capture with 'RuntimeError: Expected status == cutlass::Status::kSuccess to be true, but got false' in the fp8_scaled_mm operator.",broken,https://github.com/sgl-project/sglang/issues/7482,[Bug] Some FP8 models fail to load
nvidia/Llama-3.1-8B-Instruct-FP8,"SGL_ENABLE_JIT_DEEPGEMM=0 CUDA_VISIBLE_DEVICES=2,4 python -m sglang.launch_server --model-path /mnt/llms/models/RedHatAI/Meta-Llama-3.1-8B-Instruct-FP8-dynamic/ --tp 2 --context-length 2048 --port 5001 --host 0.0.0.0",2x NVIDIA GeForce RTX 5090,Testing if the FP8 loading issue persists with Tensor Parallelism (TP=2) after updating to sglang 0.4.8 and sgl_kernel 0.2.0.,Broken. Still fails during CUDA graph capture with the same Cutlass success status error on the RTX 5090 GPUs.,broken,https://github.com/sgl-project/sglang/issues/7482,[Bug] Some FP8 models fail to load
